Term,Department,Course,Workload,Rating,Enrollment,Recommendation,Elective,Concentration,Secondary/Citation,Core/GENED,EXPOS,Language,Pre-med
Spring 2018,History,"HIST 97L: ""What is Atlantic History?""",20.5,3.4,12,3.5,0,10,0,0,0,0,0
Spring 2018,History,HIST 99B: Senior Thesis Tutorial,14.9,4.2,15,4.2,11,10,0,0,0,0,0
Spring 2018,History & Literature,HIST-LIT 90AN: God Save the Queen! Ruling Women from Rome to the Renaissance,3.5,4.2,9,4.2,75,25,25,0,0,0,0
Spring 2018,History & Literature,HIST-LIT 90AT: The Postwar American Road Narrative,5.4,4.1,17,4.2,62,62,0,0,0,0,0
Spring 2018,History & Literature,HIST-LIT 90BO: Sports and Empire,4.6,4.2,12,4.2,91,27,0,18,0,0,0
Spring 2018,History & Literature,HIST-LIT 90DA: From Rock and Roll to Rap en Espanol: Urban Youth Cultures in America,3.9,4.1,15,4.0,89,22,22,0,0,0,0
Spring 2018,History & Literature,HIST-LIT 90DB: Museums in America,4.4,3.8,8,4.0,67,50,0,0,0,0,0
Spring 2018,History & Literature,HIST-LIT 90DC: Colonialism as Madness,3.8,3.9,14,3.6,64,45,0,0,0,0,0
Spring 2018,History & Literature,"HIST-LIT 90DE: After Affirmative Action: Race, Justice, and Inequality in America since the 1990s",7.0,4.0,14,4.0,50,50,0,0,0,0,0
Spring 2018,History & Literature,HIST-LIT 90L: Stories of Slavery and Freedom,6.2,4.9,11,4.6,71,86,0,0,0,0,0
Spring 2018,History of Art & Architecture,HAA 100R: Sophomore Excursion Course,2.2,3.7,9,4.1,14,10,0,0,0,0,0
Spring 2018,History of Art & Architecture,HAA 11: Landmarks of World Architecture,5.2,3.3,83,3.5,52,15,1,49,0,0,0
Spring 2018,History of Art & Architecture,HAA 153M: The Art of Death: Funerary Monuments in the Mediterranean,5.0,4.7,5,5.0,67,33,0,0,0,0,0
Spring 2018,History of Art & Architecture,HAA 161V: Rome: Eternal City,5.9,2.9,45,2.7,51,16,8,41,0,0,3
Spring 2018,History of Art & Architecture,HAA 171X: Architecture and Authoritarianism in the 20th Century,5.0,4.4,13,4.2,62,38,0,0,0,0,0
Spring 2018,History of Art & Architecture,HAA 182K: Japanese Woodblock Prints,4.5,4.6,21,4.6,62,31,25,0,0,0,0
Spring 2018,History of Art & Architecture,"HAA 198M: Native Books, Images and Things in 16th & 17th Century New Spain and Peru",5.0,5.0,8,4.8,17,67,17,0,0,0,0
Spring 2018,History of Art & Architecture,HAA 225P: Early Print Culture: Representations of the Islamic East,7.0,4.4,8,4.2,20,80,0,0,0,0,0
Spring 2018,History of Art & Architecture,HAA 256G: Antiquity in Ruins: The Renaissance Imaginary,5.3,4.6,9,4.4,57,29,0,14,0,0,0
Spring 2018,History of Art & Architecture,"HAA 271K: Picturing America: Photography, Race, and Citizenship",5.4,4.9,18,4.8,50,43,7,7,0,0,0
Spring 2018,History of Art & Architecture,HAA 274M: Minding Making: Art History and Artisanal Intelligence,6.6,4.3,13,3.9,43,57,0,0,0,0,0
Spring 2018,History of Art & Architecture,HAA 277K: The Contemporary,7.0,5.0,12,4.8,44,44,0,0,0,0,0
Spring 2018,History of Art & Architecture,HAA 282E: Buddhist Cave Visualization,4.5,4.0,6,4.0,67,33,0,0,0,0,0
Spring 2018,History of Art & Architecture,HAA 289S: Buddhist Monuments of the World,4.8,3.6,10,3.7,86,0,0,0,0,0,0
Spring 2018,History of Art & Architecture,"HAA 310B: Works of Art: Materials, Forms, Histories",6.0,4.3,12,4.6,0,10,0,0,0,0,0
Spring 2018,History of Art & Architecture,HAA 53P: Looking Back: The Western Tradition,3.6,4.0,29,3.9,82,9,9,14,0,0,0
Spring 2018,History of Art & Architecture,HAA 56G: Truth and Deceit in Spanish Golden Age Painting,4.0,4.7,11,4.7,17,17,67,0,0,0,0
Spring 2018,History of Art & Architecture,"HAA 58M: Leonardo, Michelangelo, Raphael",3.3,4.3,130,4.4,78,9,8,12,0,0,0
Spring 2018,History of Art & Architecture,HAA 96A: Architecture Studio I: Transformations,10.4,4.4,12,4.5,58,58,17,0,0,0,0
Spring 2018,History of Art & Architecture,HAA 96B: Architecture Studio II: Connections,7.7,4.7,10,4.5,50,50,17,17,0,0,0
Spring 2018,History of Art & Architecture,HAA 97R: Sophomore Methods Tutorial,6.3,3.7,5,3.0,0,10,0,0,0,0,0
Spring 2018,History of Science,"HISTSCI 117: Inventing Science: Stars, Bodies, Books, and Beasts, 1500-1700",4.9,4.4,18,4.4,43,50,14,21,0,0,0
Spring 2018,History of Science,"HISTSCI 138V: Race, Heredity, and Crime, 1800-1940",1.5,2.5,4,2.5,10,0,0,0,0,0,0
Spring 2018,History of Science,"HISTSCI 140: The Border: Race, Politics, and Health in Modern Mexico",4.0,4.5,46,4.6,79,18,21,3,0,0,0
Spring 2018,History of Science,"HISTSCI 146V: Bodies in Flux: Medicine, Gender, and Sexuality in the Modern Middle East",5.3,4.7,16,4.9,75,12,12,0,0,0,0
Spring 2018,History of Science,HISTSCI 149: The History and Culture of Stigma,4.5,4.4,18,4.3,14,86,7,0,0,0,0
Spring 2018,History of Science,HISTSCI 151V: A History of Global Health and/in Latin America,3.0,3.5,4,3.5,50,10,50,0,0,0,0
Spring 2018,History of Science,HISTSCI 175V: Traumatic Histories,4.7,5.0,14,4.9,75,50,0,0,0,0,0
Spring 2018,History of Science,HISTSCI 187V: Mediated Visions: From the Telescope to Oculus Rift,5.9,4.9,16,4.9,89,33,0,0,0,0,0
Spring 2018,History of Science,HISTSCI 188V: Technology and Democracy,3.7,4.1,88,4.1,81,22,6,4,0,0,0
Spring 2018,History of Science,HISTSCI 199: Science and Religion in America,7.7,5.0,6,5.0,33,67,0,0,0,0,0
Spring 2018,History of Science,HISTSCI 226: Science in the Cold War,10.8,4.5,11,4.5,50,67,0,0,0,0,0
Spring 2018,History of Science,"HISTSCI 233V: Evolution, 1800-1900: Writers and Readers",10.0,5.0,3,5.0,10,0,0,0,0,0,0
Spring 2018,History of Science,"HISTSCI 253: Bioethics, Law, and the Life Sciences",8.1,4.7,13,4.2,60,20,20,10,0,0,0
Spring 2018,History of Science,"HISTSCI 280: Science and New Technologies in South Asia, Latin America, and Africa",8.8,4.7,16,4.6,67,44,0,0,0,0,0
Spring 2018,History of Science,HISTSCI 303B: Research Methods and Practices in the History of Science,9.4,4.8,11,4.8,20,80,0,0,0,0,0
Spring 2018,History of Science,HISTSCI 97: Tutorial - Sophomore Year,4.6,4.0,39,4.1,0,97,0,0,0,0,0
Spring 2018,History of Science,HISTSCI 99B: Tutorial - Senior Year,17.8,4.5,15,4.2,0,10,0,0,0,0,0
Spring 2018,Human Evolutionary Biology,HEB 1210: Research in Human Biomechanics and Physiology,6.2,4.5,10,4.3,17,83,0,0,0,0,0
Spring 2018,Human Evolutionary Biology,HEB 1212: Climate Change and Human Evolution,4.5,4.0,5,4.5,50,50,0,50,0,0,0
Spring 2018,Human Evolutionary Biology,HEB 1312: Human Sexuality,4.2,5.0,17,5.0,62,46,0,8,0,0,0
Spring 2018,Human Evolutionary Biology,HEB 1330: Primate Social Behavior,3.2,4.6,19,4.5,31,85,0,8,0,0,0
Spring 2018,Human Evolutionary Biology,HEB 1361: Hormones and Life History Physiology,3.5,4.6,9,4.4,50,75,0,0,0,0,0
Spring 2018,Human Evolutionary Biology,HEB 1362: Hunter-Gatherers,4.0,5.0,3,5.0,0,50,50,0,0,0,0
Spring 2018,Human Evolutionary Biology,HEB 1385: Evolution of Human Cooperation,6.0,5.0,1,5.0,10,10,0,0,0,0,0
Spring 2018,Human Evolutionary Biology,HEB 1389: Coming of Age on Planet Earth,3.8,4.5,17,4.2,69,23,15,15,0,0,8
Spring 2018,Human Evolutionary Biology,HEB 1417: Diet and Exercise,6.5,4.6,14,4.6,83,42,0,0,0,0,0
Spring 2018,Human Evolutionary Biology,HEB 1420: Human Evolutionary Anatomy,8.0,3.5,76,3.2,45,30,3,0,0,0,58
Spring 2018,Human Evolutionary Biology,HEB 1610: Genes and Human Adaptations,4.0,5.0,3,5.0,33,33,33,0,0,0,0
Spring 2018,Human Evolutionary Biology,HEB 1700: Human Evolutionary Biology in Society,3.4,4.8,11,4.8,60,60,0,0,0,0,0
Spring 2018,Human Evolutionary Biology,HEB 97: Sophomore Tutorial in Human Evolutionary Biology,4.0,4.2,37,4.1,0,97,0,0,0,0,0
Spring 2018,Human Evolutionary Biology,HEB 99B: Tutorial - Senior Year,19.2,4.2,13,4.2,11,89,0,0,0,0,0
Spring 2018,Humanities,HUMAN 10B: A Humanities Colloquium: From Joyce to Homer,7.5,3.9,82,3.8,61,16,2,59,70,0,5
Spring 2018,Linguistics,LING 101: The Science of Language: An Introduction,3.4,3.7,13,4.0,56,22,33,11,0,0,0
Spring 2018,Linguistics,LING 105: Sounds of Language,4.2,3.9,21,3.8,29,57,19,0,0,0,0
Spring 2018,Linguistics,LING 106: Knowledge of Meaning,3.5,4.1,28,4.0,50,29,21,17,0,0,0
Spring 2018,Linguistics,LING 117R: Linguistic Field Methods,3.5,4.0,3,4.5,50,50,0,0,0,0,0
Spring 2018,Linguistics,LING 118: Historical and Comparative Linguistics,3.8,4.0,7,3.8,60,80,0,0,0,0,0
Spring 2018,Linguistics,LING 207R: Topics in Semantics,6.0,5.0,3,4.5,10,0,0,0,0,0,0
Spring 2018,Linguistics,LING 212: Syntactic Theory II,12.0,4.5,4,4.5,0,10,0,0,0,0,0
Spring 2018,Linguistics,LING 215: Phonological Theory II,7.5,4.3,5,4.3,0,10,0,0,0,0,0
Spring 2018,Linguistics,LING 216: Semantic Theory II,9.3,4.3,5,3.7,33,10,0,0,0,0,0
Spring 2018,Linguistics,LING 220AR: Advanced Indo-European,5.0,4.7,3,4.7,67,33,0,0,0,0,0
Spring 2018,Linguistics,LING 225A: Introduction to Hittite,6.5,4.8,4,4.5,75,25,0,0,0,0,0
Spring 2018,Linguistics,LING 73B: Beginning American Sign Language II,5.1,4.4,10,4.6,10,0,12,0,0,0,0
Spring 2018,Linguistics,LING 73D: Beginning ASL IV,2.8,5.0,6,5.0,10,0,0,0,0,0,0
Spring 2018,Linguistics,LING 97R: Group Tutorial - Sophomore Year,3.0,4.5,14,4.5,14,93,0,0,0,0,0
Spring 2018,Mathematics,"MATH 101: Sets, Groups and Topology",9.7,4.7,32,4.6,56,67,7,4,0,0,0
Spring 2018,Mathematics,MATH 110: Vector Space Methods for Differential Equations,7.6,4.5,18,4.4,33,87,0,0,0,0,0
Spring 2018,Mathematics,MATH 112: Introductory Real Analysis,9.8,3.7,33,3.7,36,68,0,0,0,0,4
Spring 2018,Mathematics,MATH 113: Analysis I: Complex Function Theory,9.6,3.7,31,3.9,26,83,0,0,0,0,0
Spring 2018,Mathematics,"MATH 116: Real Analysis, Convexity, and Optimization",11.6,3.3,14,3.3,45,82,9,0,0,0,0
Spring 2018,Mathematics,MATH 118R: Dynamical Systems,9.0,4.6,17,4.8,31,92,0,8,0,0,0
Spring 2018,Mathematics,MATH 123: Algebra II: Theory of Rings and Fields,5.3,4.1,22,4.1,42,79,0,0,0,0,0
Spring 2018,Mathematics,MATH 129: Number Fields,7.9,4.6,11,4.4,57,71,0,0,0,0,0
Spring 2018,Mathematics,MATH 130: Classical Geometry,4.9,3.9,12,3.7,56,67,0,0,0,0,0
Spring 2018,Mathematics,MATH 132: Topology II: Smooth Manifolds,8.6,4.6,24,4.4,48,81,5,0,0,0,0
Spring 2018,Mathematics,MATH 137: Algebraic Geometry,9.8,4.6,14,4.7,50,60,0,0,0,0,0
Spring 2018,Mathematics,MATH 154: Probability Theory,8.6,4.2,18,4.1,27,73,7,0,0,0,0
Spring 2018,Mathematics,MATH 155R: Combinatorics,5.7,4.7,8,4.5,83,33,0,0,0,0,0
Spring 2018,Mathematics,MATH 157: Mathematics in the World,5.4,4.4,43,4.4,61,29,16,0,0,0,0
Spring 2018,Mathematics,MATH 162: Introduction to the Mathematics of Quantum Computing,5.6,4.8,27,4.4,41,65,6,0,0,0,0
Spring 2018,Mathematics,"MATH 19B: Linear Algebra, Probability, and Statistics for the Life Sciences",10.1,3.8,11,3.7,10,50,30,0,0,0,20
Spring 2018,Mathematics,MATH 1A: Introduction to Calculus,9.1,4.2,27,3.8,9,68,9,23,0,0,9
Spring 2018,Mathematics,"MATH 1B: Calculus, Series, and Differential Equations",None,None,168,3.8,13,79,4,16,0,0,23
Spring 2018,Mathematics,MATH 212BR: Advanced Real Analysis,14.3,4.7,6,4.7,10,33,0,0,0,0,0
Spring 2018,Mathematics,MATH 213BR: Riemann Surfaces,4.5,3.3,13,4.0,67,10,0,0,0,0,0
Spring 2018,Mathematics,MATH 21A: Multivariable Calculus,None,None,149,4.0,13,88,4,12,0,0,2
Spring 2018,Mathematics,MATH 21B: Linear Algebra and Differential Equations,None,None,317,4.0,15,86,6,6,0,0,3
Spring 2018,Mathematics,MATH 223B: Algebraic Number Theory,6.0,4.2,12,5.0,10,50,0,0,0,0,0
Spring 2018,Mathematics,MATH 224: Representations of Reductive Lie Groups,4.0,5.0,20,4.0,67,67,0,0,0,0,0
Spring 2018,Mathematics,MATH 230BR: Advanced Differential Geometry,5.7,4.4,8,4.8,60,40,0,0,0,0,0
Spring 2018,Mathematics,MATH 231BR: Advanced Algebraic Topology,12.0,4.8,8,4.5,50,10,0,0,0,0,0
Spring 2018,Mathematics,MATH 233A: Theory of Schemes I,7.0,4.4,14,4.4,40,60,0,0,0,0,0
Spring 2018,Mathematics,MATH 23B: Linear Algebra and Real Analysis II,7.5,3.9,44,4.1,25,92,8,19,0,0,6
Spring 2018,Mathematics,"MATH 23C: Mathematics for Computation, Statistics, and Data Science",8.9,3.5,47,3.5,21,88,5,10,0,0,2
Spring 2018,Mathematics,MATH 243: Evolutionary Dynamics,5.2,4.3,22,4.4,67,53,0,0,0,0,0
Spring 2018,Mathematics,MATH 253: Dynamics and Rigidity,5.0,5.0,17,4.0,10,0,0,0,0,0,0
Spring 2018,Mathematics,MATH 25B: Honors Linear Algebra and Real Analysis II,16.8,4.6,38,4.5,16,95,3,19,0,0,0
Spring 2018,Mathematics,MATH 275Z: Topics in Mean Field Spin Glasses,,5.0,11,5.0,10,0,0,0,0,0,0
Spring 2018,Mathematics,MATH 278X: Categorical Logic,10.0,5.0,41,4.7,60,0,0,0,0,0,0
Spring 2018,Mathematics,"MATH 279: Representation Theory, Geometry, and the Wonderful Compactification",,4.0,25,5.0,10,0,0,0,0,0,0
Spring 2018,Mathematics,MATH 281X: Arakelov Theory on Arithmetic Surfaces,2.5,4.2,30,4.2,10,50,0,0,0,0,0
Spring 2018,Mathematics,MATH 283: Instanton Floer Homology,,5.0,35,5.0,67,33,0,0,0,0,0
Spring 2018,Mathematics,MATH 287X: Mirror Symmetry and Tropical Geometry,,5.0,28,5.0,10,0,0,0,0,0,0
Spring 2018,Mathematics,MATH 55B: Honors Real and Complex Analysis,32.4,4.8,18,4.7,24,94,0,29,6,0,0
Spring 2018,Mathematics,MATH 99R: Tutorial,4.5,4.5,16,4.4,45,91,0,0,0,0,0
Spring 2018,Mathematics,MATH ESPB: Emerging Scholars: Problem Solving Exploration,4.1,4.7,18,4.6,93,7,0,0,0,0,0
Spring 2018,Mathematics,MATH MB: Introduction to Functions and Calculus II,None,None,126,4.6,6,79,4,23,0,0,21
Spring 2018,Medical Sciences,BCMP 234: Cellular Metabolism and Human Disease,4.8,3.6,29,3.7,41,55,9,0,0,0,9
Spring 2018,Medical Sciences,BCMP 236: Modern Drug Discovery: From Principles to Patients,2.5,3.0,22,2.8,12,88,0,0,0,0,0
Spring 2018,Medical Sciences,BCMP 250: Biophysical and Biochemical Mechanisms of Protein Function,4.1,3.0,16,2.8,31,69,0,0,0,0,0
Spring 2018,Medical Sciences,BCMP 301QC: Translational Pharmacology,8.7,4.2,27,3.8,14,57,7,7,0,0,0
Spring 2018,Medical Sciences,CELLBIO 201: Principles of Cell Biology,6.1,2.9,58,2.7,11,86,0,3,0,0,0
Spring 2018,Medical Sciences,CELLBIO 207: Vertebrate Developmental and Regenerative Biology,4.5,5.0,6,5.0,75,50,0,0,0,0,0
Spring 2018,Medical Sciences,CELLBIO 211: Molecular and Systems Level Cancer Cell Biology,2.9,4.2,19,4.1,93,7,0,0,0,0,0
Spring 2018,Medical Sciences,CELLBIO 301QC: The Epidemiology and Molecular Pathology of Cancer,4.0,4.0,10,4.5,10,0,0,0,0,0,0
Spring 2018,Medical Sciences,CELLBIO 307QC: Molecular Aspects of Chromatin Dynamics,2.0,4.8,16,5.0,10,0,0,0,0,0,0
Spring 2018,Medical Sciences,CELLBIO 309QC: The Basics of Translation,2.5,5.0,7,5.0,10,0,0,0,0,0,0
Spring 2018,Medical Sciences,GENETIC 216: Advanced Topics in Gene Expression,8.4,4.9,16,4.9,81,19,0,0,0,0,0
Spring 2018,Medical Sciences,GENETIC 228: Genetics in Medicine - From Bench to Bedside,2.0,4.7,25,4.8,82,29,0,0,0,0,0
Spring 2018,Medical Sciences,GENETIC 302QC: Teaching 101: Bringing Effective Teaching Practices to your Classroom,2.9,4.7,10,4.2,86,14,0,0,0,0,0
Spring 2018,Medical Sciences,GENETIC 303QC: Current Tools for Gene Analysis,2.2,4.6,6,4.0,10,0,0,0,0,0,0
Spring 2018,Medical Sciences,GENETIC 390QC: Advanced Experimental Methods: Experimental Approaches in Genetic Analysis,1.0,4.5,7,4.5,10,0,0,0,0,0,0
Spring 2018,Medical Sciences,HBTM 200: Pathology of Human Disease,4.5,4.1,18,4.0,46,69,23,0,0,0,0
Spring 2018,Medical Sciences,HBTM 301QC: Case Studies in Human Biology and Translational Medicine,2.8,3.6,17,3.2,33,56,33,0,0,0,0
Spring 2018,Medical Sciences,IMMUN 202: Immune and Inflammatory Diseases,2.5,3.2,9,3.3,33,67,0,0,0,0,0
Spring 2018,Medical Sciences,IMMUN 204: Critical Readings for Immunology,2.0,4.8,12,4.8,0,10,0,0,0,0,0
Spring 2018,Medical Sciences,IMMUN 301QC: Autoimmunity,4.2,4.0,12,4.0,10,0,20,0,0,0,0
Spring 2018,Medical Sciences,IMMUN 302QC: Clinical Sessions,1.7,4.8,5,4.8,0,10,0,0,0,0,0
Spring 2018,Medical Sciences,"IMMUN 305QC: Neuro-Immunology in Development, Regeneration and Disease",2.5,4.2,12,5.0,10,0,0,0,0,0,0
Spring 2018,Medical Sciences,MICROBI 201: Molecular Biology of the Bacterial Cell,8.3,4.2,9,4.3,57,43,0,0,0,0,0
Spring 2018,Medical Sciences,"MICROBI 210: Microbial Sciences: Chemistry, Ecology, and Evolution",2.2,4.0,6,3.8,75,25,25,0,0,0,0
Spring 2018,Medical Sciences,MICROBI 213: Social Issues in Biology,3.5,5.0,4,5.0,10,50,50,50,0,0,0
Spring 2018,Medical Sciences,MICROBI 302QC: Introduction to Infectious Disease Research: Infectious Diseases Consortium Boot Camp,2.0,5.0,5,5.0,50,0,0,0,0,0,0
Spring 2018,Medical Sciences,NEUROBIO 209: Neurobiology of Disease,5.1,4.9,14,4.9,56,56,11,0,0,0,0
Spring 2018,Medical Sciences,NEUROBIO 215B: The Discipline of Neuroscience,8.6,3.3,21,3.4,0,77,0,0,0,0,0
Spring 2018,Medical Sciences,NEUROBIO 312QC: Development of the Central Nervous System,2.3,4.7,6,5.0,10,0,0,0,0,0,0
Spring 2018,Medical Sciences,SHBT 202: Clinical Aspects of Speech and Hearing,5.6,4.0,6,4.2,0,10,0,0,0,0,0
Spring 2018,Medical Sciences,SHBT 203: Anatomy of Speech and Hearing,18.0,4.0,6,4.8,0,10,0,0,0,0,0
Spring 2018,Medical Sciences,"SHBT 205: Audition: Neural Mechanisms, Perception and Cognition",7.7,4.0,7,4.0,0,10,0,0,0,0,0
Spring 2018,Medical Sciences,VIROLOGY 201: Virology,6.5,3.9,10,4.2,12,10,0,0,0,0,0
Spring 2018,Medical Sciences,VIROLOGY 301QC: Advanced Topics in Virology - Viral Oncology,3.7,4.6,9,4.6,12,10,0,0,0,0,0
Spring 2018,Medieval Studies,"MEDVLSTD 117: English Legal History, 600-1600",5.8,4.5,4,4.8,75,50,0,0,0,0,0
Spring 2018,Medieval Studies,MEDVLSTD 210B: Introduction to Medieval Paleography: Seminar,3.0,4.0,9,4.8,40,20,80,0,0,0,0
Spring 2018,Medieval Studies,MEDVLSTD 250: At Cross Purposes: The Crusades in Material Culture,7.2,4.8,8,4.8,40,60,20,0,0,0,0
Spring 2018,Middle Eastern Studies,MES 299B: Master's Thesis - Middle Eastern Studies,10.5,5.0,11,4.7,33,67,0,0,0,0,0
Spring 2018,"Mind, Brain & Behavior",MBB 980H: What Disease Teaches about Cognition,2.2,4.2,14,4.0,36,64,0,0,0,0,0
Spring 2018,"Mind, Brain & Behavior",MBB 980M: Functional Neuroimaging of Psychiatric Disorders: Insights into the Human Brain-Mind,3.8,4.6,13,4.7,64,45,27,9,0,0,9
Spring 2018,"Mind, Brain & Behavior","MBB 980O: The Self: What Philosophy, Psychology, and Neuroscience Tell Us",3.7,5.0,18,4.9,80,40,20,7,0,0,0
Spring 2018,"Mind, Brain & Behavior",MBB 980Q: Of Mice and Microbes: How Microbes Shape Animal Behavior,5.0,4.5,6,4.2,75,50,25,0,0,0,0
Spring 2018,"Mind, Brain & Behavior","MBB 980R: Psychopaths and Psychopathy: Psychological, Neuroscientific, Legal, and Policy Issues",2.4,4.4,13,4.7,75,42,8,0,0,0,0
Spring 2018,"Mind, Brain & Behavior",MBB 980S: Cognitive Neuroscience of Meditation,4.3,4.3,15,4.5,77,23,8,0,0,0,0
Spring 2018,"Mind, Brain & Behavior",MBB 980T: Sleep and Mental Health,2.9,4.5,11,4.5,40,70,10,0,0,0,0
Spring 2018,Molecular & Cellular Biology,LIFESCI 100/MCB 100: Experimental Research in the Life Sciences,6.2,4.2,17,4.2,33,67,8,8,0,0,0
Spring 2018,Molecular & Cellular Biology,LIFESCI 120: Global Health Threats,5.0,3.0,1,3.0,0,10,0,0,0,0,0
Spring 2018,Molecular & Cellular Biology,"LIFESCI 1B: An Integrated Introduction to the Life Sciences: Genetics, Genomics, and Evolution",6.8,3.8,336,3.9,7,80,2,10,0,0,64
Spring 2018,Molecular & Cellular Biology,LIFESCI 50B: Integrated Science,14.5,4.3,32,4.2,28,93,3,31,0,0,52
Spring 2018,Molecular & Cellular Biology,LIFESCI 100/MCB 100: Experimental Research in Molecular and Cellular Biology,6.2,4.2,17,4.2,33,67,8,8,0,0,0
Spring 2018,Molecular & Cellular Biology,MCB 105: Systems Neuroscience,5.1,4.3,18,4.1,20,73,13,0,0,0,0
Spring 2018,Molecular & Cellular Biology,MCB 111: Mathematics in Biology,9.0,4.4,13,4.3,0,10,14,0,0,0,0
Spring 2018,Molecular & Cellular Biology,MCB 120: Global Health Threats,2.9,3.5,10,3.6,30,50,30,0,0,0,0
Spring 2018,Molecular & Cellular Biology,MCB 145: Neurobiology of Perception and Decision Making,6.4,4.3,18,4.0,43,43,14,0,0,0,0
Spring 2018,Molecular & Cellular Biology,MCB 146: Experience-Based Brain Development: Causes and Consequences,4.2,3.7,26,3.8,29,76,10,0,0,0,0
Spring 2018,Molecular & Cellular Biology,MCB 165: Interplay between Viruses and their Hosts,4.3,4.4,27,4.5,40,60,12,0,0,0,0
Spring 2018,Molecular & Cellular Biology,MCB 170/NEURO 170: Brain Invaders: Building and Breaking Barriers in the Nervous System,4.7,4.9,16,4.9,20,10,0,0,0,0,0
Spring 2018,Molecular & Cellular Biology,MCB 178: Biochemistry of Protein Complexes,3.7,4.5,27,4.3,65,52,0,0,0,0,13
Spring 2018,Molecular & Cellular Biology,MCB 186: Sleep and Circadian Clocks: from Biology to Public Health,2.3,4.1,66,4.2,57,35,7,15,0,0,4
Spring 2018,Molecular & Cellular Biology,MCB 188: Chromosomes,4.1,4.4,7,4.4,29,71,14,0,0,0,0
Spring 2018,Molecular & Cellular Biology,MCB 208: Talking about Science,1.2,3.7,17,3.9,10,0,0,0,0,0,0
Spring 2018,Molecular & Cellular Biology,"MCB 290B: Current Topics in Molecular, Cellular and Organismal Biology",9.8,4.0,26,3.8,0,10,0,0,0,0,0
Spring 2018,Molecular & Cellular Biology,MCB 351: Scientific Integrity Refresher,3.0,1.3,22,1.2,0,83,0,0,0,0,0
Spring 2018,Molecular & Cellular Biology,"MCB 355: Visualizing, Analyzing and Presenting Macromolecular Structures with PyMOL",5.3,5.0,6,5.0,10,0,0,0,0,0,0
Spring 2018,Molecular & Cellular Biology,MCB 356: Practical Introduction to Robotics,2.0,5.0,8,5.0,10,0,0,0,0,0,0
Spring 2018,Molecular & Cellular Biology,MCB 64: Cell Biology in the World,5.3,3.6,64,3.7,12,88,7,0,0,0,7
Spring 2018,Molecular & Cellular Biology,MCB 65: Physical Biochemistry: Understanding Macromolecular Machines,9.0,4.3,14,4.1,14,86,0,0,0,0,29
Spring 2018,Molecular & Cellular Biology,MCB 68: Cell Biology Through the Microscope,6.6,4.5,24,4.6,32,74,0,0,0,0,58
Spring 2018,Molecular & Cellular Biology,MCB 91: Introduction to Research,15.0,4.7,24,4.8,50,75,10,0,0,0,10
Spring 2018,Molecular & Cellular Biology,MCB 99A: Laboratory Research for Honors Thesis,11.5,5.0,2,4.5,50,50,0,0,0,0,0
Spring 2018,Molecular & Cellular Biology,MCB 99B: Laboratory Research for Honors Thesis,19.3,4.4,25,4.0,14,95,0,5,0,0,5
Spring 2018,Music,"MUSIC 1: Introduction to Western Music, from Bach to Beyoncé",2.8,4.6,92,4.7,49,1,4,59,0,0,0
Spring 2018,Music,MUSIC 10B: Harvard-Radcliffe Orchestra,2.6,3.7,49,3.7,87,18,5,0,0,0,0
Spring 2018,Music,MUSIC 121: Choral Conducting,3.4,4.7,11,4.3,44,33,44,0,0,0,0
Spring 2018,Music,MUSIC 143R: Topics in Modern Jazz,2.1,4.2,15,4.2,75,8,33,0,0,0,0
Spring 2018,Music,MUSIC 14B: Harvard-Radcliffe Collegium Musicum,2.1,4.9,20,4.9,10,0,0,0,0,0,0
Spring 2018,Music,MUSIC 151: Tonal Analysis,4.0,4.9,7,5.0,57,29,29,0,0,0,0
Spring 2018,Music,MUSIC 15B: Harvard Glee Club,3.8,4.9,20,4.8,87,0,20,0,0,0,0
Spring 2018,Music,MUSIC 161R: Advanced Composition,7.0,5.0,10,5.0,10,0,0,0,0,0,0
Spring 2018,Music,MUSIC 167: Introduction to Electroacoustic Music,7.0,4.6,10,4.5,75,25,0,0,0,0,0
Spring 2018,Music,MUSIC 16B: Radcliffe Choral Society,1.9,4.7,19,4.8,10,0,0,0,0,0,0
Spring 2018,Music,MUSIC 170R: Songwriting Workshop,5.5,4.3,11,4.3,57,14,57,0,0,0,0
Spring 2018,Music,MUSIC 175R: Special Topics,3.4,4.3,8,4.3,86,29,71,0,0,0,0
Spring 2018,Music,MUSIC 178R: Applied Music Activism,3.1,3.8,23,4.1,87,7,13,7,0,0,0
Spring 2018,Music,MUSIC 189R: Chamber Music Performance,3.3,4.9,52,4.9,93,12,7,0,0,0,0
Spring 2018,Music,MUSIC 18B: Harvard Jazz Band,2.3,4.4,12,4.3,10,11,0,0,0,0,0
Spring 2018,Music,MUSIC 190R: Topics in World Music: Proseminar,3.9,4.3,13,4.0,55,27,18,27,0,0,0
Spring 2018,Music,MUSIC 194RS: Special Topics: Proseminar,4.0,4.8,7,4.8,20,0,80,20,0,0,0
Spring 2018,Music,MUSIC 2: Foundations of Tonal Music I,None,None,109,4.8,67,1,0,55,0,0,0
Spring 2018,Music,MUSIC 2: Foundations of Tonal Music I,None,None,109,4.8,67,1,0,55,0,0,0
Spring 2018,Music,MUSIC 201A: Current Methods in Historical Musicology,13.0,3.8,9,3.8,50,67,0,0,0,0,0
